name,followers,popularity,genres,image_url,external_url
Kid Kio,2510,57,[],https://i.scdn.co/image/ab676161000051746d2f48c45581a21f9207ba1a,https://open.spotify.com/artist/5Y2wHchGaDlDsk9FPC0YSE
Thomas Bergersen,217875,69,"['epicore', 'soundtrack', 'video game music']",https://i.scdn.co/image/9cc2b715294ec21bebc2629a257d302b98ec9ba6,https://open.spotify.com/artist/6BF0bXbsdujMSMeFZBGcBq
Altair Blake,2446,60,[],https://i.scdn.co/image/ab676161000051741780f551e73afb9f09629e23,https://open.spotify.com/artist/7GHdxiYiGpD4ZHM3jfyIOr
Sleepy Tom,4344,58,[],https://i.scdn.co/image/ab67616100005174b3a05f7d9f36fa4d6903de32,https://open.spotify.com/artist/03Tk5nZMEoqaWZOXoiN7Km
Cosmic Koala,162,53,[],https://i.scdn.co/image/ab676161000051742c1b95f01681198e8edab46d,https://open.spotify.com/artist/3ARvFGBfNt9K1SIDM9yMwu
Hakone,2434,60,[],https://i.scdn.co/image/ab676161000051745b0b7a954a31b56a4df84798,https://open.spotify.com/artist/7CWzXEtz9IgGotcYUQuixF
Bcalm,3631,66,['focus beats'],https://i.scdn.co/image/ab67616100005174f1d46a9384319461d4707406,https://open.spotify.com/artist/7M4y7qvcYja7RcXNCGrjeP
Ngyn,14699,56,['canadian electronic'],https://i.scdn.co/image/ab67616100005174ddd24042789c3419383d0bb0,https://open.spotify.com/artist/0W03t1E2FUo9WAMBwhntuL
Mujo,19661,63,"['japanese chillhop', 'lo-fi beats']",https://i.scdn.co/image/ab67616100005174a17862a42d9ac5695bd869d3,https://open.spotify.com/artist/0vg08N1z9G9LrGLkG1nNDS
Urushi,564,52,[],https://i.scdn.co/image/ab67616100005174ece33bb08f3d0d74f9b30c00,https://open.spotify.com/artist/1HRP4rtLUA0IdEjlCAR66t
Led Zeppelin,11983441,80,"['album rock', 'classic rock', 'hard rock', 'rock']",https://i.scdn.co/image/b0248a44865493e6a03832aa89854ada16ff07a8,https://open.spotify.com/artist/36QJpDe2go2KgaRleHCDTp
Strange Fruits Music,257935,75,['lo-fi product'],https://i.scdn.co/image/ab67616100005174ee1b9ea8fbb0103bd276938a,https://open.spotify.com/artist/3HphLd0XiELTvIPYf55dYC
a girl and a cat,8554,56,[],https://i.scdn.co/image/ab67616d00001e0227b7fb06450f25598103491d,https://open.spotify.com/artist/3uK7MCVwr7FSxnhNKso4Hi
tired boy,95,30,[],https://i.scdn.co/image/ab67616100005174372e0ba01de5421d4340b99b,https://open.spotify.com/artist/4bHMDPQUFU2cs7SBj1wdEp
Chilled Cougar,1155,51,[],https://i.scdn.co/image/ab676161000051746ba12adb37b55d4eca1b109d,https://open.spotify.com/artist/5mxwOjRqpFDSn6zXCqwqiH
Future World Music,52909,47,['epicore'],https://i.scdn.co/image/ab676161000051745210decc97b32363b19f7f58,https://open.spotify.com/artist/6gmhrHojnyp0SfG4WwJgIE
Zoro&Buzz,24744,45,['greek underground rap'],https://i.scdn.co/image/ab676161000051746a2e933c90456b74b870a6d7,https://open.spotify.com/artist/1lqh5puCZTMsGJalV8Rjbe
Avicii,21534565,85,"['dance pop', 'edm', 'pop', 'pop dance']",https://i.scdn.co/image/ab6761610000517409bf4814c6585e1f69dfeef7,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6
Freddie Mercury,5551535,64,['glam rock'],https://i.scdn.co/image/ab676161000051741052b77abd7f89485562d797,https://open.spotify.com/artist/4M1FpEWs2PeYfJe7xxJfhH
