song_name,added_at,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Klam Fyr,2015-12-29T22:00:46Z,2:41,40,5,https://open.spotify.com/track/4YjSWTau6Z5OjL7RRob40P,https://p.scdn.co/mp3-preview/2e254a80caaa8a53f85f717ecc4a64fa0c4ac73d?cid=57b733e352a843eab708ae2a3e3c30bc,Prima Nocte,2007-01-01,14,https://i.scdn.co/image/ab67616d00001e02dcc395facbeb765dfaa6a5c3,https://open.spotify.com/album/1Mxd1iQlZrvb0PaqpuRgh9,Suspekt,https://open.spotify.com/artist/74HomvqoUecDcUPRespyqg
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2007 Remaster",2015-12-29T21:02:44Z,4:46,51,12,https://open.spotify.com/track/6h9N19LonRj0ZsVa60APmh,https://p.scdn.co/mp3-preview/ab447fcc4bd9beded3050db25c8547ec557a687f?cid=57b733e352a843eab708ae2a3e3c30bc,Greatest Hits,2007-03-05,17,https://i.scdn.co/image/ab67616d00001e02639fea4197e676cfe9512e04,https://open.spotify.com/album/5XqEf16OrHdmMoNS1b6WDg,The Notorious B.I.G.,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb
Singlepik,2015-10-26T20:06:55Z,3:05,43,5,https://open.spotify.com/track/22Wcrjktn8LMeDGPSryNNE,https://p.scdn.co/mp3-preview/27644c34b4e3b11cbd389daa0b9471ecd955c184?cid=57b733e352a843eab708ae2a3e3c30bc,Klamfyr,2012-01-01,12,https://i.scdn.co/image/ab67616d00001e0226d2b922ced72afadda3a117,https://open.spotify.com/album/2UdxZ2wx0qCOKtBbTeweVu,Orgi-E,https://open.spotify.com/artist/6CteMUxgJfozfwoRGRtCDs
Kig Forbi,2015-10-26T20:06:36Z,3:36,0,1,https://open.spotify.com/track/48QHP2patdeTG44Z65jHin,,Kender du ik' Johnson (Greatest Hits),2012-08-20,10,https://i.scdn.co/image/ab67616d00001e02e602c96072030c9982c661eb,https://open.spotify.com/album/4ogExvP6jEZgq0bkkM19NV,Johnson,https://open.spotify.com/artist/4w1fUgGXRGXhhnTAxjtxfS
Hælder Lidt Mer' (feat. Klumben & Murro),2015-10-18T20:13:49Z,3:02,0,1,https://open.spotify.com/track/75tI8w6PswFvMKB8zmVpMD,,Hælder Lidt Mer' (feat. Klumben & Murro),2015-03-01,4,https://i.scdn.co/image/ab67616d00001e02dad3375fe4254bbfff8b2744,https://open.spotify.com/album/08wpZ8ARfK7QPnNOByqLTh,Tiger,https://open.spotify.com/artist/0UwcJvZPs67iS74MKxcedv
I Got Love,2015-09-02T13:39:01Z,3:56,66,1,https://open.spotify.com/track/52riputZ4Vo5PG9MOSy6r5,https://p.scdn.co/mp3-preview/1ee103759da11bb3d8fe517404bf9404567c5fa1?cid=57b733e352a843eab708ae2a3e3c30bc,Music and Me,2001-12-04,14,https://i.scdn.co/image/ab67616d00001e029fb43ff89995801c3857d201,https://open.spotify.com/album/1MCA50GzswxscAouRWnrES,Nate Dogg,https://open.spotify.com/artist/1Oa0bMld0A3u5OTYfMzp5h
Verden udenfor,2015-08-29T19:33:50Z,2:59,25,1,https://open.spotify.com/track/1TJ5kbZ2cvYo4WX1SLorCr,https://p.scdn.co/mp3-preview/bb5aa77fff8cf85c97532a6df6eed55b6a461abd?cid=57b733e352a843eab708ae2a3e3c30bc,Cassiopeia (Remastered),2006-06-19,18,https://i.scdn.co/image/ab67616d00001e02f68855f268e4e8bc004688bf,https://open.spotify.com/album/7kc1tVnPe4MqZt7WWVBL0b,L.O.C.,https://open.spotify.com/artist/0VUVvNFIyMeIWguwhhImIc
Ryst din røv,2015-08-04T00:36:17Z,3:21,31,4,https://open.spotify.com/track/0P0SJSYSQx2bfBiVJX7dUN,https://p.scdn.co/mp3-preview/0608fe809a8c5ba20f2cf2b514c4fffe7366e881?cid=57b733e352a843eab708ae2a3e3c30bc,Nik & Jay,2003-05-16,11,https://i.scdn.co/image/ab67616d00001e02941828f300ece9febf65ae3c,https://open.spotify.com/album/0cINk796XT7YhwuL0okHpE,Nik & Jay,https://open.spotify.com/artist/71k6SmcYKiIPq8M2RxK2Jr
Worldwide Choppers,2015-07-17T20:13:06Z,5:02,0,1,https://open.spotify.com/track/4MJGyUU5wmJf6XwblvsLMC,,Worldwide Choppers,2002-01-20,1,https://i.scdn.co/image/ab67616d00001e020c2b258b08daae49b344df3e,https://open.spotify.com/album/40VntlOYlHom4QZ6cp68Qp,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Uptivupti - XxxCouture,2015-07-08T21:09:54Z,3:30,26,13,https://open.spotify.com/track/0NNTposa4H9tG0ei32oIWV,https://p.scdn.co/mp3-preview/6f75751ae7061adff57230c3e52751d1576ff1dc?cid=57b733e352a843eab708ae2a3e3c30bc,Melankolia/XxxCouture (Remastered),2008-10-08,14,https://i.scdn.co/image/ab67616d00001e02b6e319b4cca9463da1f51886,https://open.spotify.com/album/3a5KoMOeyIBkfSuAFZLgdY,L.O.C.,https://open.spotify.com/artist/0VUVvNFIyMeIWguwhhImIc
Vors (feat. Sivas & Gilli),2015-07-08T18:55:25Z,3:16,36,8,https://open.spotify.com/track/1LffpAEQpJvTsmDdetg5n7,https://p.scdn.co/mp3-preview/9f042cfa08004b39fec8f2a833749268246b1328?cid=57b733e352a843eab708ae2a3e3c30bc,Barn Af Byen,2015-06-22,10,https://i.scdn.co/image/ab67616d00001e028c9ab1a965f2e4be740dfdeb,https://open.spotify.com/album/0rbUF3AYT4Y75LH1CTJ8wM,KESI,https://open.spotify.com/artist/2d7AMvzFwh5wUTuqQl3BAE
Samsara (feat. Emila),2015-06-16T19:43:40Z,3:31,64,1,https://open.spotify.com/track/6oJflQkp7lFXOQce4wPTAW,https://p.scdn.co/mp3-preview/d6355b751c55bea32cba92b996e2a44e97d95c62?cid=57b733e352a843eab708ae2a3e3c30bc,Samsara (feat. Emila),2015-01-21,1,https://i.scdn.co/image/ab67616d00001e027ff7233ff5a33cb9c4a17aeb,https://open.spotify.com/album/4rKrPkq8zi6jKmuLdzpNY2,Tungevaag,https://open.spotify.com/artist/49CE2ffZ6Z3zeYSDauSKck
Mixmash Takeover (Continuous DJ Mix 1),2015-06-14T12:49:17Z,57:58,0,1,https://open.spotify.com/track/4gjRb4gaDEdvI1fK4fyVtu,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Mixmash Takeover (Continuous DJ Mix 2),2015-06-14T12:49:17Z,0:23,0,2,https://open.spotify.com/track/3KoHXdor6Gy8ZD5umC1jIv,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Sweat (feat. Ms. Dynamite),2015-06-14T12:49:17Z,4:29,0,3,https://open.spotify.com/track/5HFpEUjJem7Wyf6rgfcNSQ,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Azumba (Gregor Salto Rave Mix),2015-06-14T12:49:17Z,5:01,0,4,https://open.spotify.com/track/6QVMGSDvwZXUa31hWR2kqM,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Giovanna (Van Toth Remix),2015-06-14T12:49:17Z,6:04,0,5,https://open.spotify.com/track/34n8RHsbJPWLY1Wo4QhoMA,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Diga Me (feat. Bear Who),2015-06-14T12:49:17Z,6:06,0,7,https://open.spotify.com/track/2TtJP9X2E20C5FTPUCD5O5,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
2000 People,2015-06-14T12:49:17Z,4:15,0,8,https://open.spotify.com/track/6QE6urPb5sHfp5e4RY1RUX,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Let Me See You Do It,2015-06-14T12:49:17Z,4:58,0,9,https://open.spotify.com/track/4fFdsMHMmfG7c5ZNoRqHXp,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Where We Go,2015-06-14T12:49:17Z,6:13,0,10,https://open.spotify.com/track/0InkKe4ZvQb2acQXVygn4X,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Bump Dat,2015-06-14T12:49:17Z,4:55,0,11,https://open.spotify.com/track/0bb1JMprFo5VfQ0e17O1y5,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Melbourne Bounce (Deorro Remix),2015-06-14T12:49:17Z,4:01,0,12,https://open.spotify.com/track/4U8qHJ2QgzUCY1tbTRnUSi,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Pogo (Deorro Remix) [feat. Majestic],2015-06-14T12:49:17Z,4:31,0,13,https://open.spotify.com/track/4c49naLClBjTvzoasPh8jX,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Rock This Dream (feat. Roland Clark),2015-06-14T12:49:17Z,5:30,0,15,https://open.spotify.com/track/0n5ZSq7fopfnniN8ZfPmMO,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
"Sex, Drugs, Rock n Roll",2015-06-14T12:49:17Z,4:46,0,16,https://open.spotify.com/track/0XyIWtlfUlHFWP6IywGlOR,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Skyscraper (Laidback Luke Remix) [feat. Luca Masini],2015-06-14T12:49:17Z,6:07,0,17,https://open.spotify.com/track/1zwwfGh1y9GAbZKfbYNjOW,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
All I Need (Bomber) (Vocal Mix) [feat. Nuthin' Under a Million],2015-06-14T12:49:17Z,4:27,0,18,https://open.spotify.com/track/02zGZ7iH55bcuYiqeUzbUf,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Bananas,2015-06-14T12:49:17Z,5:32,0,20,https://open.spotify.com/track/3Prpyaxkjn3I2KztrxdMfJ,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
The Anthem,2015-06-14T12:49:17Z,6:15,0,22,https://open.spotify.com/track/1DacNTaTexgHq0q6pKoDcY,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
More,2015-06-14T12:49:17Z,5:00,0,23,https://open.spotify.com/track/6rbmfHkqKf5CpaaR2TmgyJ,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Welcome to the Jungle (feat. Lil Jon),2015-06-14T12:49:17Z,6:10,0,24,https://open.spotify.com/track/5ERiKn88fCQ1gEafQCrzRl,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Dynamo,2015-06-14T12:49:17Z,4:39,0,25,https://open.spotify.com/track/3FLX7Y7ghMZPKzxlpJvPTw,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Let Me Love You (feat. Adrian Delgado),2015-06-14T12:49:17Z,6:50,0,26,https://open.spotify.com/track/46jIGVOK9nrhB1KglWI66v,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Buzzing,2015-06-14T12:49:17Z,5:48,0,28,https://open.spotify.com/track/6JKno30duhaFTXPrPjXTXR,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Damn (Album Exclusive),2015-06-14T12:49:17Z,5:56,0,29,https://open.spotify.com/track/6s2p0ZeVpDl94GtZCfA4qK,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Miami,2015-06-14T12:49:17Z,6:46,0,30,https://open.spotify.com/track/1sBEBNvU5ah7Pa1PNEytPz,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Inhale,2015-06-14T12:49:17Z,6:10,0,31,https://open.spotify.com/track/5tIZPNhFmnvbno6G031nug,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Faith (Extended Mix),2015-06-14T12:49:17Z,6:07,0,33,https://open.spotify.com/track/5soWMmBeXngmrShjPkGt1v,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Fifteen (Hardwell Edit),2015-06-14T12:49:17Z,5:07,0,34,https://open.spotify.com/track/44druTstdE3cVnsHrkmIUG,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Adigio for Strings (Blasterjaxx Remix),2015-06-14T12:49:17Z,6:53,0,35,https://open.spotify.com/track/317H5OTgSkuXgs7lOSdz1T,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Voodoo (Bonus Track),2015-06-14T12:49:17Z,5:00,0,36,https://open.spotify.com/track/5nVbYNkhxqcFQNV4CPD1pk,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
321 (Bonus Track),2015-06-14T12:49:17Z,4:18,0,37,https://open.spotify.com/track/4uZMFzMMo6oUS8oqUrcDWQ,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Right Now (Bonus Track),2015-06-14T12:49:17Z,6:19,0,38,https://open.spotify.com/track/2r22IcbF4RuKgTsUhX2Uio,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Nuke (Bonus Track),2015-06-14T12:49:17Z,4:46,0,39,https://open.spotify.com/track/05VHazcY64cMVPryB685BA,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
House Party - Laidback Luke Rework (Album Exclusive - Bonus Track),2015-06-14T12:49:17Z,4:15,0,40,https://open.spotify.com/track/6rssedhRyBUAle7zqjeYmZ,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Pogo (Vocal Mix) [feat. Majestic],2015-06-14T12:49:17Z,4:55,0,14,https://open.spotify.com/track/6zcH76ldmdkC4dHtr5C9sE,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Michael Jordan,2015-06-14T12:49:17Z,3:43,0,19,https://open.spotify.com/track/70eIJIeFoC4FnrnDsMvY0t,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Night Like This (Dyro Remix) [feat. Polina],2015-06-14T12:49:17Z,5:37,0,21,https://open.spotify.com/track/7xKCegleG6DxPplMPGrbGW,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Crank,2015-06-14T12:49:17Z,5:37,0,27,https://open.spotify.com/track/7qks2qVJQkp6HIvj2RvP1u,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Koala,2015-06-14T12:49:17Z,6:03,0,32,https://open.spotify.com/track/6z8kcYEy4QcNiFRpx09MBf,,Mixmash Takeover (Mixed by Laidback Luke & Blasterjaxx),2013-11-23,40,https://i.scdn.co/image/ab67616d00001e02506e92ff08b822175e944e74,https://open.spotify.com/album/0fKrMj5DUWYx82cBfd4hFh,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Super Bass (Workout 2015 Remixed),2015-01-29T04:36:45Z,4:34,0,29,https://open.spotify.com/track/38fYpEGKFph35hqs0mICz9,https://p.scdn.co/mp3-preview/3e3e57928e848aace1b70465926c538162c3495f?cid=57b733e352a843eab708ae2a3e3c30bc,All the Pop Hits! Workout Mix,2015-01-16,50,https://i.scdn.co/image/ab67616d00001e025b8b0c746ee839b0d81709e3,https://open.spotify.com/album/02BiAYC3ldUQS4EPFXCaQf,Workout Remix Factory,https://open.spotify.com/artist/2QhmXpKTQIK3Wf0fEcpYEk
Hjem,2015-01-10T05:53:36Z,3:14,0,1,https://open.spotify.com/track/44eiBCfup1Crvi7guwI8Of,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Efter Festen,2015-01-10T05:53:36Z,4:43,0,2,https://open.spotify.com/track/3M0wlaPiYHx7JFifmrY7aZ,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Den Sidste Nat,2015-01-10T05:53:36Z,4:35,0,3,https://open.spotify.com/track/3x15gbOYRTcOhE6QG35iRI,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
As the Night Comes On,2015-01-10T05:53:36Z,5:10,0,4,https://open.spotify.com/track/3VVr2QLacbRo8E9kSMIEpm,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Der Hvor Du Er,2015-01-10T05:53:36Z,4:29,0,5,https://open.spotify.com/track/1GjjJ1lbsWfYPDHVw0omWL,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Den Øde Ø,2015-01-10T05:53:36Z,3:43,0,6,https://open.spotify.com/track/511PC6cEQrQc1ybAcKhwnm,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Natten Går Til Ro,2015-01-10T05:53:36Z,3:37,0,7,https://open.spotify.com/track/7EL6am3rya70wE0NjTWEfW,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Where Blue Begins,2015-01-10T05:53:36Z,4:20,0,8,https://open.spotify.com/track/3dxVa3SunD4pd7lZfR2Ml3,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
Uden Dig,2015-01-10T05:53:36Z,4:56,0,9,https://open.spotify.com/track/5m5pbleGZbAF8mv7VqT5lb,,Hjem 2014,2014-10-27,12,https://i.scdn.co/image/ab67616d00001e0221967104e6c5bd4cbbf5bf09,https://open.spotify.com/album/1OpL4hk6z6GultdDpWGHug,Sanne Salomonsen,https://open.spotify.com/artist/2tNnhfyBpjjEQEZywjlsCb
