song_name,added_at,song_duration,song_popularity,song_number_in_album,song_external_url,song_preview_url,album_name,album_release_date,album_total_tracks,album_image_url,album_external_url,artist_name,artist_external_url
Sunrise 4 You,2016-08-25T14:49:03Z,5:41,1,41,https://open.spotify.com/track/1qPR1fa8vUjYfd5RpWXBd7,https://p.scdn.co/mp3-preview/1b54b4b4c4324bac589a9f4fc72aad3c63951370?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Lost Memory,2016-08-25T14:49:03Z,5:16,1,42,https://open.spotify.com/track/0FXRBeZL54YtLntrUNn8v6,https://p.scdn.co/mp3-preview/4e46449c59b1475b1909afd7315f09bc1a6a697e?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Contact,2016-08-25T14:49:03Z,8:00,4,44,https://open.spotify.com/track/0fbaJHg26hccqytnGVRbRa,https://p.scdn.co/mp3-preview/abfa6363549aafcf2077ef9efbfbbb82649eb7f2?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Freedom - Extended Version,2016-08-25T14:49:03Z,7:21,1,46,https://open.spotify.com/track/0XV4xj4ewfNzlZG29Izt6F,https://p.scdn.co/mp3-preview/ff877625e4db0ec3e1e248821868199f8de12dad?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Waiting for You - Radio Edit,2016-08-25T14:49:03Z,3:34,1,48,https://open.spotify.com/track/4KZMoWjHcZ6hHaTTOFPuCZ,https://p.scdn.co/mp3-preview/5d36c627f0037544ccabc57b7166d72709199fed?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Relaxed Mind,2016-08-25T14:49:03Z,6:50,1,49,https://open.spotify.com/track/37SDTz2uEPEvPfXfL1t8tu,https://p.scdn.co/mp3-preview/49899d3d922d1cf50501741563ea258d601bd62e?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
In Love - Double Deep House Remix,2016-08-25T14:49:03Z,6:34,5,1,https://open.spotify.com/track/7h5y5WxVzSnIiCCuOpO82h,https://p.scdn.co/mp3-preview/e221c39b54507ae3230e064efb51b3bdb5b39ef1?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Waves - Miami Lounge Mix,2016-08-25T14:49:03Z,6:00,3,4,https://open.spotify.com/track/64SuLW8EyUbjaYbcAJb6hn,https://p.scdn.co/mp3-preview/91da05a09e225f840bc47d586677fc6bad27be25?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
I Don't - Club Mix,2016-08-25T14:49:03Z,5:39,4,6,https://open.spotify.com/track/5lJyPub6LAaeNOEAz4FvEM,https://p.scdn.co/mp3-preview/136ec8e2ab50d04ebd9fd052272f55969914fb8b?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
White Beach - Crystal Blue Sea Mix,2016-08-25T14:49:03Z,6:00,3,9,https://open.spotify.com/track/6LkispeoyyhnWbGT5khGBJ,https://p.scdn.co/mp3-preview/87b192918b68220639b70fef00300b7c434b7ea8?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
You Take the Feeling Away - Deep House Mix,2016-08-25T14:49:03Z,7:24,3,11,https://open.spotify.com/track/6pgT5hJLZjCDYPOiEyCdUh,https://p.scdn.co/mp3-preview/83aca8ecdc681d9669609273d09ff9830e1ef5c6?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Flight of Fancy,2016-08-25T14:49:03Z,6:56,3,12,https://open.spotify.com/track/6oWNGBcOQGceQCX8b0pWZs,https://p.scdn.co/mp3-preview/48e678ca3d9cb598daf0c11831aa72de2e4ed16e?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Without You - Poolside Mix,2016-08-25T14:49:03Z,5:51,2,13,https://open.spotify.com/track/7GaYtKjZSz2XrkkoYTCMVG,https://p.scdn.co/mp3-preview/60c1917b5c31fc09d50f087ba8c58b520618350e?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Dream - Club Mix,2016-08-25T14:49:03Z,8:30,2,19,https://open.spotify.com/track/5scEsF0OcfUfAgeQDlXHbq,https://p.scdn.co/mp3-preview/aeb555ec1cf76616b4218432a538b1de79e61230?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
I Feel You,2016-08-25T14:49:03Z,5:24,2,24,https://open.spotify.com/track/7lJhJrGDhWxfQ1VmpyDjif,https://p.scdn.co/mp3-preview/c7251285f9d880a414d8ff56d9ac08a511b70f71?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Blue Lagoon,2016-08-25T14:49:03Z,5:08,1,30,https://open.spotify.com/track/5kHHdJ5DOgSC4t3jtoly7s,https://p.scdn.co/mp3-preview/16ba4f4045e80f5d72dbc7712b8b633e8787ee8a?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Fairy Circles,2016-08-25T14:49:03Z,6:08,2,40,https://open.spotify.com/track/6T9UNtMELN9CVZFAc7F11l,https://p.scdn.co/mp3-preview/be87c796d592ca9e3102b00d39611e838bd28498?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Fly Away - Yolas vs. Mykel Mars Beach Remix,2016-08-25T14:49:03Z,6:14,1,43,https://open.spotify.com/track/73CjcLlUoYiEQYAfDPiSxC,https://p.scdn.co/mp3-preview/40bd87151931ab49d2cda33a1737e623f979b94e?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Liquid Soul,2016-08-25T14:49:03Z,5:50,1,45,https://open.spotify.com/track/7KfddFiJ3c1cPxyN07dTSF,https://p.scdn.co/mp3-preview/d0a6c75d552769db2c9c730c7f7422d159a76f9e?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Just Now,2016-08-25T14:49:03Z,5:10,2,47,https://open.spotify.com/track/6CicGGF3xF7ekokaGC55LW,https://p.scdn.co/mp3-preview/ad535fff081bc58df5a838429976d2146df74d66?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
L.A. Nights - System B Beachlounge Edit,2016-08-25T14:49:03Z,5:08,2,50,https://open.spotify.com/track/6TGWb4exnqHiVH79CXRChq,https://p.scdn.co/mp3-preview/13348092915983306874279591fad52a66ed1838?cid=57b733e352a843eab708ae2a3e3c30bc,Soft House,2014-10-20,50,https://i.scdn.co/image/ab67616d00001e02c2273e25c6a88b3a7911565c,https://open.spotify.com/album/7wado9jbm02bCHasbC7r5H,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of
Ritualet,2016-08-02T09:38:34Z,3:58,37,1,https://open.spotify.com/track/0jyEgENBwbqCZHMykyLWLS,https://p.scdn.co/mp3-preview/a6a3fce1fd1ba23384812eb00ba60f78dd9ce2ac?cid=57b733e352a843eab708ae2a3e3c30bc,Ritualet,2016-07-29,1,https://i.scdn.co/image/ab67616d00001e02d994e3f7c97155abe73009b8,https://open.spotify.com/album/03vhvHNAfAGhTaP25IaqFA,Sivas,https://open.spotify.com/artist/3W7YeaPmcpi1UFutTF49kx
Gizpræsidenter,2016-07-11T19:16:45Z,3:26,0,2,https://open.spotify.com/track/17Avz139kkcBdm5gvUZtzC,,Ingen Bekymringer,2016-03-22,2,https://i.scdn.co/image/ab67616d00001e0215bc1082f432b5df0da529af,https://open.spotify.com/album/3lNS4pf05SpwkDS8hQOhcn,BasedBoys,https://open.spotify.com/artist/2FjHRTOXVShERTZlmWjwW7
DUELE EL CORAZON (feat. Wisin),2016-06-02T13:19:38Z,3:19,72,1,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,https://p.scdn.co/mp3-preview/af75dea0a5beb9391d17f6b9ba03926c0127bfb2?cid=57b733e352a843eab708ae2a3e3c30bc,DUELE EL CORAZON (feat. Wisin),2016-04-18,1,https://i.scdn.co/image/ab67616d00001e026f5d25a217398fb3886aec0e,https://open.spotify.com/album/5Ouuxga807CPAs81lSloBJ,Enrique Iglesias,https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw
Pop Style,2016-05-26T06:27:47Z,3:32,0,15,https://open.spotify.com/track/1WRy5l3TwrwlzNmB5bOeKw,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Keep The Family Close,2016-05-17T10:25:24Z,5:28,0,1,https://open.spotify.com/track/4oew1mJmqFITgwGG7QZl37,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
9,2016-05-17T10:25:24Z,4:15,0,2,https://open.spotify.com/track/28XwBLUtFxOGoWzovwsdyJ,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
U With Me?,2016-05-17T10:25:24Z,4:57,0,3,https://open.spotify.com/track/1my81o4N4vaHpcMlA3Gj4y,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Feel No Ways,2016-05-17T10:25:24Z,4:00,0,4,https://open.spotify.com/track/6H7b2XG2xcpctrl602BwGl,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Hype,2016-05-17T10:25:24Z,3:29,0,5,https://open.spotify.com/track/7JnEdTyLhvRAZUg8z53Gx3,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Weston Road Flows,2016-05-17T10:25:24Z,4:13,0,6,https://open.spotify.com/track/5rn98Px14UpOBtDuhZAAvV,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Redemption,2016-05-17T10:25:24Z,5:33,0,7,https://open.spotify.com/track/2DTNkIFrsB8nQ5Gt8vJAmZ,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
With You,2016-05-17T10:25:24Z,3:15,0,8,https://open.spotify.com/track/4p3hA9qjCRix74GyuI3Qm5,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Faithful,2016-05-17T10:25:24Z,4:50,0,9,https://open.spotify.com/track/5csyFWmmFlqKXh3ehjom3H,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Still Here,2016-05-17T10:25:24Z,3:09,0,10,https://open.spotify.com/track/7juAP7GZBF0Dtm0qqLSWOJ,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Controlla,2016-05-17T10:25:24Z,4:05,0,11,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
One Dance,2016-05-17T10:25:24Z,2:53,2,12,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Grammys,2016-05-17T10:25:24Z,3:40,0,13,https://open.spotify.com/track/5iemvGR1EraL9s3XvohIP3,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Childs Play,2016-05-17T10:25:24Z,4:01,0,14,https://open.spotify.com/track/2YuurylylBcB0fJ8ho5soN,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Too Good,2016-05-17T10:25:24Z,4:23,1,16,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Summers Over Interlude,2016-05-17T10:25:24Z,1:46,0,17,https://open.spotify.com/track/7JANfTi37pZykRjB1JvPTV,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Fire & Desire,2016-05-17T10:25:24Z,3:58,0,18,https://open.spotify.com/track/2ZB8Zwf6wd3PUMlSJKR2bG,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Views,2016-05-17T10:25:24Z,5:11,0,19,https://open.spotify.com/track/6Q9FvTex292zY3qUpPTptJ,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Hotline Bling,2016-05-17T10:25:24Z,4:27,0,20,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,,Views,2016-05-06,20,https://i.scdn.co/image/ab67616d00001e02726abca207567d5e41cb9667,https://open.spotify.com/album/3hARKC8cinq3mZLLAEaBh9,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Den Anden Side,2016-05-13T13:45:46Z,4:41,39,1,https://open.spotify.com/track/3QSaGnuAZr9JmXZu5NHZWM,https://p.scdn.co/mp3-preview/1022bf47a9ea94ad8d3c34f2c0b241ab5c8b8316?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Mand Over Bord (feat. Track72),2016-05-13T13:45:46Z,5:27,43,3,https://open.spotify.com/track/4QA1rPnK6xHcRt4iML2gM4,https://p.scdn.co/mp3-preview/dcba82a47cf9d408974a4bebe8c8fcbae7eeb68c?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Et Andet Niveau (feat. Kesi),2016-05-13T13:45:46Z,3:45,44,5,https://open.spotify.com/track/0UhcQgiZ72wlFys0yNHoSK,https://p.scdn.co/mp3-preview/0d7be14934227d1c6ed20c272f32a06640d7994e?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Ingen Hører,2016-05-13T13:45:46Z,4:07,42,6,https://open.spotify.com/track/51xvFEYieUR6552SXV9b5u,https://p.scdn.co/mp3-preview/361c6a631b5f456fcdcc62f6cf96f5f425d7f59a?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Baby,2016-05-13T13:45:46Z,3:07,43,7,https://open.spotify.com/track/5FPuQAGmBtEus1TZtsw0aM,https://p.scdn.co/mp3-preview/8f2a1d014d68a3a98349e033d8a6f608a9ebaf29?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Ingen Problemer,2016-05-13T13:45:46Z,6:10,40,8,https://open.spotify.com/track/0GbZw9sKw8CL3jum6tHSBQ,https://p.scdn.co/mp3-preview/bbbb3e53349372d4b602cd9cdfab802c37fd042a?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Soma,2016-05-13T13:45:46Z,5:14,42,9,https://open.spotify.com/track/6K1ILiGWIsS4btPHY02ZIi,https://p.scdn.co/mp3-preview/85cadd5f2bbba9d12d10a7db2d88f6b8e228d700?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Jesu Blod,2016-05-13T13:45:46Z,6:17,50,10,https://open.spotify.com/track/1Y9ejtm5eTMYCU23pnkLvv,https://p.scdn.co/mp3-preview/aed5c772ddc564bff8613967a331a53040d56147?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Overleve,2016-05-13T13:45:46Z,7:13,52,11,https://open.spotify.com/track/36RlgMp6EFHKc2NEQ882nF,https://p.scdn.co/mp3-preview/3cfc1b76b7c2f6b170d402b50fadcddf6b41cf41?cid=57b733e352a843eab708ae2a3e3c30bc,Den Anden Side,2016-02-29,11,https://i.scdn.co/image/ab67616d00001e02c18e0bd5cd02058143ea7d5a,https://open.spotify.com/album/4PwEdlLyefmKyh1DoVVG15,Ukendt Kunstner,https://open.spotify.com/artist/1d5Y2zrhRQ6R0plv652L67
Søvnløs,2016-05-06T14:35:22Z,3:15,0,1,https://open.spotify.com/track/3PX0j5DH4BrMQ38usCYUwx,,Søvnløs,2014-09-29,1,https://i.scdn.co/image/ab67616d00001e02b38933f527345efda9b539db,https://open.spotify.com/album/3FLzyQtRnLLSvVBGtPlcZi,KESI,https://open.spotify.com/artist/2d7AMvzFwh5wUTuqQl3BAE
Orale,2016-05-06T13:50:17Z,3:47,48,1,https://open.spotify.com/track/1LLQm9kM9QrCSUQr1deDZy,https://p.scdn.co/mp3-preview/0d1526257d75f7788ebb2e7a8b1c65ff338d075c?cid=57b733e352a843eab708ae2a3e3c30bc,Orale,2015-07-06,1,https://i.scdn.co/image/ab67616d00001e0202201466672dde5657aac7e2,https://open.spotify.com/album/6JQAubMPPlMSdXjI4ydcwL,Gilli,https://open.spotify.com/artist/2KbikmQKGiUPR2ARs1h0sq
Jeg Er Judas (feat. Gigolo Jesus),2016-04-29T22:56:59Z,4:29,0,6,https://open.spotify.com/track/6kaSj9Fj3HE3KZdtkwIUGo,,"Prestige, Paranoia, Persona Vol. 1",2012-04-30,9,https://i.scdn.co/image/ab67616d00001e02ec5192e56d8eeccd34538105,https://open.spotify.com/album/6JU9vc9lubQ0krvs5BISdw,L.O.C.,https://open.spotify.com/artist/0VUVvNFIyMeIWguwhhImIc
Work It Out (feat. Dsyple & Arren Antoinette),2016-04-08T23:01:35Z,3:16,0,12,https://open.spotify.com/track/3uu1okvmDnilxg7Dkm11vQ,https://p.scdn.co/mp3-preview/c7b6e1d9f6f3a1c8a45cc9c18dff69957785fe4b?cid=57b733e352a843eab708ae2a3e3c30bc,Skycrack,2013-03-18,13,https://i.scdn.co/image/ab67616d00001e029e13e863631b466c9c67fd61,https://open.spotify.com/album/5yimjoi5GsJzViYFeBITi9,Riff-Raff,https://open.spotify.com/artist/28wN4JzoH2AaqxEFwL9lSI
Know Yourself,2016-02-28T03:49:21Z,4:35,0,4,https://open.spotify.com/track/2WzpOMkCaakq1T3luPCjLH,,If You're Reading This It's Too Late,2015-02-12,17,https://i.scdn.co/image/ab67616d00001e025e371c9d44d7ab36d8969c81,https://open.spotify.com/album/2bfWH730j0HtAJrNcg1LuP,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Ryst Pagne,2016-01-15T09:08:38Z,4:17,0,1,https://open.spotify.com/track/0CYTs1KMCaP9sRjCOImD6R,,Ryst Pagne,2014-04-25,1,https://i.scdn.co/image/ab67616d00001e02beecac40a0a867bb727b1ce6,https://open.spotify.com/album/4a00emNe0hkGZ0taBD9Z7X,KIDD,https://open.spotify.com/artist/7Ap8xCd7d0xon5XnkLvn4i
"Me, Myself & I",2016-01-02T22:30:19Z,4:11,82,3,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,https://p.scdn.co/mp3-preview/6c707c1cc8b46d49bd90c42036bb2f24507c8ca9?cid=57b733e352a843eab708ae2a3e3c30bc,When It's Dark Out,2015-12-04,17,https://i.scdn.co/image/ab67616d00001e0298acfa8c055deedc25e6081d,https://open.spotify.com/album/09Q3WwGYsQe5ognkvVkmCu,G-Eazy,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z
